Public Food Key,Classification,Food Name,Price ($/100g), Price / item ,Weight / item (g),"Energy with dietary fibre, equated 
(kJ)","Energy, without dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),Added sugars (g),"Available carbohydrate, with sugar alcohols 
(g)","Aluminium (Al) 
(ug)","Antimony (Sb) 
(ug)","Arsenic (As) 
(ug)","Cadmium (Cd) 
(ug)","Calcium (Ca) 
(mg)","Chromium (Cr) 
(ug)","Chloride (Cl) 
(mg)","Cobalt (Co) 
(ug)","Copper (Cu) 
(mg)","Fluoride (F) 
(ug)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Lead (Pb) 
(ug)","Magnesium (Mg) 
(mg)","Manganese (Mn) 
(mg)","Mercury (Hg) 
(ug)","Molybdenum (Mo) 
(ug)","Nickel (Ni) 
(ug)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Sodium (Na) 
(mg)","Sulphur (S) 
(mg)","Tin (Sn) 
(ug)","Zinc (Zn) 
(mg)","Vitamin A retinol equivalents 
(ug)","Thiamin (B1) 
(mg)","Riboflavin (B2) 
(mg)","Niacin derived equivalents 
(mg)","Pantothenic acid (B5) 
(mg)","Pyridoxine (B6) 
(mg)","Biotin (B7) 
(ug)","Cobalamin (B12) 
(ug)","Dietary folate equivalents 
(ug)","Vitamin C 
(mg)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Alpha tocotrienol 
(mg)","Beta tocopherol 
(mg)","Beta tocotrienol 
(mg)","Delta tocopherol 
(mg)","Delta tocotrienol 
(mg)","Gamma tocopherol 
(mg)","Gamma tocotrienol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated 
(%T)","Total undifferentiated fatty acids 
(%T)","Total trans fatty acids, imputed 
(%T)","Total saturated fatty acids, equated 
(g)","Total monounsaturated fatty acids, equated 
(g)","Total polyunsaturated fatty acids, equated 
(g)","Total long chain omega 3 fatty acids, equated 
(mg)","Total undifferentiated fatty acids, mass basis basis 
(mg)","Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
F007076,18103,"Pork, round mini roast, lean, baked, no added fat", $1.60 , $16.00 ,1000,682,682,63.8,34.7,2.5,0,0,0,0,0,,,1.2,0.1,6,0.3,50,,0.11,0,0.8,1.35,0.2,27,0.01,0,1.2,1,250,435,31,54,260,,3.7,0,0.86,0.31,11.39,1.35,0.3,3.1,0.7,2,0,0.4,0,,,,,,,,0,34.8,22,1,,0.4,0.79,0.97,0.5,22.75,,9.1,0,89
F005949,24703,"Mushroom, common, vitamin D enhanced, fresh, raw", $1.60 , $16.00 ,1000,87,75,92.6,2.2,0.4,1.4,0,0,0,1.3,0,0,10.4,0,3,0,75,,0.37,35,0,0.45,0.2,11,0.075,0,2.3,0,110,360,16,9,26,0.2,0.06,0,0.06,0,3.82,1.2,0.01,8.5,0,22,0,24.18,0,,0,,0,,0,,0,24.6,70.4,0,,1.1,0.08,0.01,0.22,0,,3.52,0,0
F005948,24703,"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat", $1.60 , $16.00 ,1000,156,133,86.8,4,0.7,2.5,0,0,0,2.3,0,0,18.5,0,5,0,134,,0.661,62.5,0,0.8,0.4,20,0.134,0,4.1,0,196,643,28.6,15,46,0.3,0.1,0,0.091,0,6.82,2.14,0.02,15.2,0,28,0,38.86,0,,0,,0,,0,,0,,,,,,0.14,0.02,0.4,0,,6.28,0,0
F005946,24703,"Mushroom, common, fresh, raw", $1.60 , $16.00 ,1000,87,75,93.1,2.2,0.4,1.4,0,0,0,1.3,0,0,10.4,0,3,0,75,,0.37,35,0,0.45,0.2,11,0.075,0,2.3,0,110,360,16,9,26,0.2,0.06,0,0.06,0,3.82,1.2,0.01,8.5,0,22,0,2.14,0,,0,,0,,0,,0,24.6,70.4,0,,1.1,0.08,0.01,0.22,0,,3.52,0,0
F005945,24703,"Mushroom, common, fresh, fried, no added fat", $1.60 , $16.00 ,1000,156,133,87.7,4,0.7,2.5,0,0,0,2.3,0,0,18.5,0,5,0,134,,0.661,62.5,0,0.8,0.4,20,0.134,0,4.1,0,196,643,28.6,15,46,0.3,0.1,0,0.091,0,6.82,2.14,0.02,15.2,0,28,0,3.43,0,,0,,0,,0,,0,,,,,,0.14,0.02,0.4,0,,6.28,0,0
F002478,19401,"Cheese, parmesan, dried, finely grated", $1.60 , $16.00 ,1000,1949,1949,16.9,40.6,33.3,0,0,0,0,0,,,,,970,,,,0.04,,26,0.46,,42,0.08,,,,700,80,16.9,1300,,,6.5,285,0.1,0.54,9.72,,0.04,,1.9,52,0,0.1,0.4,,,,,,,,0.43,66.9,3,0.198,,3.1,21.06,9.54,0.94,62.345,,976.11,0,88
F002390,24402,"Celery, fresh, raw", $1.60 , $4.00 ,250,63,51,94.8,0.6,0.1,1.4,0,1.2,0,2.2,,0,0,1.2,44,0.4,230,,0.021,0,0,0.25,0,10,0.135,0,11.7,3,30,267,1.8,98,,,0.21,10,0.03,0.02,0.53,0,0.03,1.9,0,13,5,0,0,,,,,,,,0.02,0,0,0,,0,0,0,0,0,,0,0,0
F002389,24402,"Celery, fresh, fried, no added fat", $1.60 , $4.00 ,250,77,62,93.7,0.7,0.1,1.8,0,1.5,0,2.7,,0,0,1.5,54,0.5,280,,0.026,0,0,0.3,0,12,0.165,0,14.3,3,36,326,2.2,119,,,0.26,10,0.033,0.023,0.65,0,0.03,2.3,0,13,5,0,0,,,,,,,,0.02,,,,,,0,0,0,0,,0,0,0
F001122,13202,"Biscuit, savoury, from white wheat flour, cheese-flavoured", $1.60 , $1.60 ,100,2086,2059,2.6,12,24.2,2.9,0,3.2,2.5,56.4,354,,5.6,1.6,93,19.4,,,0.158,,0,1.26,1.1,34,0.744,0.7,13.8,,236,180,15.4,871,,,1.01,28,0.24,0.095,2.72,0.39,0.06,8.6,0.1,88,5,0,5.2,,0.1,,0.1,,0.9,,5.34,48.74,11.1,0,,0.5,11.2,9.11,2.55,0,,108.01,0,10
F000709,18101,"Beef, roasting piece, silverside or topside, untrimmed, roasted, no added fat", $1.60 , $16.00 ,1000,795,795,60.8,28.6,8.3,0,0,0,0,0,,,,,4,,,,0.114,,1.8,2.28,,23,0,,,,210,326,12.4,52,,,4.52,4,0.055,0.19,6.81,0.3,0.13,,1.5,24,0,0.69,0.7,,0,,0,,0,,0.75,,,,,,2.81,4.04,0.63,127.272,114,321.09,0,62
F000708,18101,"Beef, roasting piece, silverside or topside, untrimmed, raw", $1.60 , $16.00 ,1000,696,696,70.1,22,8.7,0,0,0,0,0,,,,,4,,,,0.031,,1.3,1.25,,22,0,,,,188,340,9.9,42,,,2.79,6,0.027,0.104,5.93,0.3,0.2,,1,20,1,3.51,0.9,,0,,0,,0,,0.88,,,,,,3.5,3.84,0.44,56.579,96,400.29,0,38
F000707,18101,"Beef, roasting piece, silverside or topside, semi-trimmed, roasted, no added fat", $1.60 , $16.00 ,1000,711,711,62.6,29.4,5.7,0,0,0,0,0,,,,,4,,,,0.12,,1.7,2.36,,24,0,,,,216,335,13.1,53,,,4.7,2,0.058,0.196,6.99,0.31,0.12,,1.5,25,0,0.7,0.7,,0,,0,,0,,0.72,,,,,,1.77,2.76,0.6,132.529,98,178.64,0,62
F000706,18101,"Beef, roasting piece, silverside or topside, semi-trimmed, raw", $1.60 , $16.00 ,1000,563,563,73.4,22.8,4.7,0,0,0,0,0,,,,,4,,,,0.034,,1.2,1.24,,23,0,,,,196,353,10.6,43,,,2.93,3,0.029,0.108,6.1,0.3,0.19,,0.8,21,1,3.7,0.9,,0,,0,,0,,0.89,,,,,,1.84,2,0.37,59.21,62,204.42,0,36
F000705,18101,"Beef, roasting piece, silverside or topside, lean, roasted, no added fat", $1.60 , $16.00 ,1000,662,662,63.7,29.8,4.2,0,0,0,0,0,,,,,4,,,,0.124,,1.7,2.4,,24,0,,,,220,340,13.5,54,,,4.8,2,0.06,0.2,7.1,0.31,0.11,,1.5,25,0,0.7,0.7,,0,,0,,0,,0.7,,,,,,1.16,2,0.58,135.191,90,94.76,0,62
F000704,18101,"Beef, roasting piece, silverside or topside, lean, raw", $1.60 , $16.00 ,1000,526,526,74.4,23,3.6,0,0,0,0,0,,,,,4,,,,0.035,,1.2,1.24,,24,0,,,,198,356,10.8,44,,,2.96,2,0.029,0.109,6.15,0.3,0.19,,0.8,21,1,3.75,0.9,,0,,0,,0,,0.9,,,,,,1.38,1.5,0.35,59.794,52,150.59,0,35
F000679,18101,"Beef, mince, regular fat, stir-fried, no added fat", $1.60 , $16.00 ,1000,1108,1108,53.6,29.5,16.4,0,0,0,0,0,,,,,9,,,,,,0,2.55,,27,,,,,246,421,14.6,82,,,5.97,6,0.055,0.033,9.1,,0.09,,3.6,25,0,2.9,0,,,,,,,,0,48.8,2.16,0.07,,3.4,7.52,6.81,0.33,10.791,,524.14,0,92
F000678,18101,"Beef, mince, regular fat, raw", $1.60 , $16.00 ,1000,710,710,68.6,22.4,8.9,0,0,0,0,0,,,,,7,,,,,,0,1.5,,27,,,,,203,348,12.4,68,,,2.27,0,0.046,0.028,7.25,,0.07,,3,21,0,3.2,0,,,,,,,,0,45.78,3.04,0.27,,3.4,3.83,3.8,0.25,22.588,,284.44,0,76
F008212,22101,"Seed, pumpkin, hulled & dried", $1.60 , $16.00 ,1000,2249,2213,6.7,30.2,45,4.6,0,1.3,0,2.1,75,,1.9,0,40,7.3,,,1.2,,0,8.5,0,530,4.2,,180,,1100,700,15,1,,,6.5,2,0.17,0.06,11.46,0.26,0,,0,34,0,0,1.3,,0,,0.2,,32.8,,4.58,17,50.4,0,,0,7.31,13.51,21.68,0,,0,0,0
F006538,24501,"Pea, green, frozen, boiled, drained", $1.60 , $16.00 ,1000,261,206,80.9,5.2,0.3,6.1,0,2.5,0,6.4,,,,,27,0.5,20,,0.09,0,0,1.6,,24,0.32,,12.7,26,75,120,0,3,,,1.8,30,0.211,0.05,2.02,0.11,0.06,3.9,0,59,11,0,0,,0,,0,,1,,0.1,0,0,0,,0,0,0,0,0,,0,0,0
F002239,24705,"Capsicum, green, fresh, raw", $1.61 , $2.73 ,170,69,57,94.4,0.9,0,1.5,0,2.5,0,2.5,0,0,0,1,6,,30,,0.049,0,0,0.23,0,10,0.073,0,2.4,,26,190,0,1,,0.4,0.11,19,0.03,0.02,0.16,0.04,0.08,1.9,0,52,220,0,0.2,,0,,0,,0,,0.2,0,0,0,,0,0,0,0,0,,0,0,0
F002238,24705,"Capsicum, green, fresh, fried, no added fat", $1.61 , $2.73 ,170,76,63,93.7,1,0,1.7,0,2.8,0,2.8,0,0,0,1.1,7,,33,,0.054,0,0,0.26,0,11,0.081,0,2.7,,29,211,0,1,,0.4,0.12,19,0.03,0.021,0.17,0.04,0.08,2.1,0,46,208,0,0.2,,0,,0,,0,,0.21,,,,,,0,0,0,0,,0,0,0
F005164,24802,"Leek, fresh, raw", $1.61 , $2.90 ,180,136,111,90.7,2.1,0.4,3.1,0,3.7,0,3.7,,,,,33,,110,,0.05,0,0.5,0.7,,14,0.36,,,,34,260,0,17,,,0.3,46,0.05,0.08,0.68,0,0.07,2.5,0,35,30,0,0.3,,,,,,,,0.31,0,0,0,,0,0,0,0,0,,0,0,0
F005163,24802,"Leek, fresh, fried, no added fat", $1.61 , $2.90 ,180,164,134,88.8,2.5,0.5,3.7,0,4.4,0,4.4,,,,,40,,132,,0.06,0,0.6,0.84,,17,0.434,,,,41,313,0,20,,,0.36,50,0.054,0.092,0.83,0,0.08,3,0,34,31,0,0.4,,,,,,,,0.35,,,,,,0,0,0,0,,0,0,0
F005162,24802,"Leek, fresh, boiled, drained", $1.61 , $2.90 ,180,151,124,89.7,2.3,0.4,3.4,0,4.1,0,4.1,,,,,35,,122,,0.056,0,0.5,0.74,,15,0.4,,,,34,260,0,18,,,0.32,46,0.044,0.08,0.76,0,0.06,2.8,0,25,25,0,0.3,,,,,,,,0.33,,,,,,0,0,0,0,,0,0,0
F009821,20601,"Meat alternative, mycoprotein/fungus base, cooked", $1.63 , $1.63 ,100,655,594,64.6,18.8,5.6,7.7,0,0,0,3.4,219.2,,0,,274,,,,0.356,,3.4,0.55,0,58,5.068,,4.6,,288,164,1.5,233,,,7.94,0,0.049,0.286,3.96,0.27,0.08,,0,97,0,0,0,,0,,0,,0,,0,,,,,,1.17,1.07,3.1,0,,10.78,0,0
F009799,20601,"Meat alternative, mycoprotein/fungus base, commercial, as purchased", $1.63 , $1.63 ,100,478,433,74.2,13.8,4.1,5.6,0,0,0,2.5,160,,0,,200,,,,0.26,,2.6,0.4,0,42,3.7,,3.4,,210,120,1.1,170,,,5.8,0,0.04,0.22,2.89,0.2,0.06,,0,88,0,0,0,,0,,0,,0,,0,21.7,57.5,0,,0.2,0.85,0.78,2.26,0,,7.87,0,0
F003192,24403,"Coriander, fresh, raw", $1.67 , $3.00 ,180,132,106,90.5,3.1,0.6,3.2,0,1.2,0,1.9,480,,3.4,,86,,,,0.09,,9.8,4.5,1.4,30,0.47,,49,,54,540,0,45,,,0.55,515,0.095,0.185,0.97,0.54,0.08,,0,126,30,0,1.7,,0,,0,,0,,1.7,4.26,12.16,0,,0,0.02,0.37,0.05,0,,0,0,0
F003248,16802,"Cranberry, dried, sweetened", $1.67 , $2.50 ,150,1330,1288,15.8,0.2,1.1,5.3,0,72.6,68.2,77.5,,,,,9,,,,0.063,,0,0.39,,4,0.18,,,,8,49,0.6,5,,,0.1,4,0.013,0.028,0.58,,0.04,,0,0,0,0,2.1,,,,,,,,2.1,33.5,46.2,0,,0,0.29,0.17,0.4,0,,0,0,0
F007610,16801,Raisin, $1.67 , $16.67 ,1000,1226,1187,21,3.2,0.5,4.9,0,66.9,0,68.7,,0.8,3,0,53,3.8,,,0.354,,1.2,1.16,2.4,35,0.31,0,2.7,3,84,680,0.2,10,,3.3,0.35,5,0.28,0.04,0.43,,0,,0,4,0,0,0.2,,,,,,,,0.2,50,44.95,0,,0,0.2,0.02,0.18,0,,0,0,0
F009788,24401,"Mixed leafy greens, commercial, raw", $1.67 , $16.67 ,1000,54,38,93.5,2.2,0,2,0,0,0,0,560,,0,4.2,96,13,,,0.072,,6.9,1.6,0,74,0.43,,9.5,,43,400,0,91,,,0.49,333,0.02,0.09,0.44,0.15,0.05,,0,44,2,0,0.4,,0,,0,,0,,0.4,0,0,0,,0,0,0,0,0,,0,0,0
F009193,24601,"Tomato, common, raw", $1.67 , $1.67 ,100,73,64,94.3,0.6,0,1.1,0,2.5,0,3,0,0,0.1,0.4,11,0.5,40,,0.049,260,0,0.23,0.6,10,0.088,0,2.8,3,21,210,0.4,4,,0,0.12,34,0,0,0.08,0,0.03,,0,15,14,0,0.2,,0.1,,0,,0.2,,0.26,0,0,0,,0,0,0,0,0,,0,0,0
F002756,18605,"Chicken, processed luncheon meat, low or reduced fat", $1.70 , $17.00 ,1000,483,481,72.6,20,1.2,0.2,0,0.2,0.2,4.4,,,,,8,,,,0.036,,4.4,0.39,,22,0.037,,,,300,350,12.5,760,,,0.46,10,0.015,0.065,10.6,0.9,0.12,,0.2,57,0,3.9,0,,0,,0,,0,,0,32.75,17.55,0.45,,0.6,0.39,0.58,0.21,5.316,,7.09,0,82
F008783,31102,"Spread, yeast, marmite", $1.72 , $1.72 ,100,624,529,40.9,13.3,0.9,11.8,0,11.8,11.8,16.6,,,,,25,,6990,,0.25,150,8.8,46.3,,71,0.94,,,,500,1950,1,3400,210,,1.8,0,11,8.4,52.46,1.9,0.57,32,10,2605,0,0,0,,,,,,,,0,18.79,0.32,0,,0,0.14,0.58,0,0,,0,0,0
F002414,19401,"Cheese, cheddar, natural, regular fat", $1.73 , $17.30 ,1000,1689,1689,34.1,24.6,33.5,0,0,0.3,0,0.3,54.7,0,0.1,0,760,6.2,1067,,0.031,,25.5,0.12,0.2,27,0.026,0.5,7.9,0,478,73,15.2,686,,,3.47,201,0.012,0.335,5.47,0.16,0.03,,1.7,26,1,0.1,0.6,,0,,0,,0,,0.58,71.69,3.96,0.106,0,4,22.72,7.24,1.25,33.669,0,1258.04,0,102
F002413,19402,"Cheese, cheddar, natural, reduced fat (approximately 25%)", $1.73 , $17.30 ,1000,1356,1356,41.7,27.9,23.4,0,0,0,0,0,,,,,800,,,,0.03,,18,0,,32,0.039,,,,570,110,16.9,550,,,3.9,173,0.04,0.4,4.32,,0.04,,1.9,52,0,0.1,0.4,,,,,,,,0.4,68.28,4.64,0.28,0,2.2,15.1,5.51,1.03,61.916,0,490.91,0,85
F002412,19402,"Cheese, cheddar, natural, reduced fat (approximately 15%)", $1.73 , $17.30 ,1000,1166,1166,47.1,34.4,15.3,0,0,0,0,0,,,,,995,,,,0.04,,18,0.18,,35,0.043,,,,590,110,16.9,560,,,3.97,148,0.075,0.415,5.27,,0.04,,1.9,52,0,0.1,0.4,,,,,,,,0.43,68.28,4.64,0.28,0,2.2,9.87,3.6,0.67,40.484,0,320.98,0,45
F002220,23201,"Capers, pickled, canned, drained", $1.74 , $17.39 ,1000,126,100,83.8,2.4,0.9,3.2,0,0.4,0,1.7,,,,,40,,,,,,0,1.67,,33,,,,,10,40,1.2,2348,,,0.32,14,0.018,0.139,0.92,,0.02,,0,23,4,0,0.9,,,,,,,,0.88,38.83,50.33,0.167,,0,0.27,0.07,0.35,1.149,,0,0,0
F008828,15202,"Squid or calamari, raw", $1.74 , $17.40 ,1000,328,328,81,16.7,1.2,0,0,0,0,0,,,,,11,,,,,,20,1.3,,36,,,,,258,156,44.8,284,,,1.3,1,0.09,0.04,3.72,,0.06,,1.3,5,1,2.1,1.2,,,,,,,,1.2,43.3,49.7,46.3,,2,0.31,0.05,0.36,333.36,,14.33,0,199
F008825,15202,"Squid or calamari, fried, no added fat", $1.74 , $17.40 ,1000,410,410,76.2,20.9,1.5,0,0,0,0,0,,,,,14,,,,,,23.8,1.62,,45,,,,,322,195,56,355,,,1.62,1,0.096,0.048,4.66,,0.06,,1.4,5,1,2.36,1.5,,,,,,,,1.5,,,,,,0.39,0.06,0.45,416.7,,17.91,0,249
F000285,28102,"Bar, coconut cream centre, milk chocolate-coated", $1.79 , $1.79 ,100,1778,1719,8.2,4.5,22.4,7.4,0,44.3,37.7,52.1,,,,,87,,240,,0.27,42,0,1.8,,41,0.53,,,,130,310,2,130,35,,0.9,39,0,0.19,1.22,0.13,0.02,3.7,0.1,17,0,0,0.2,,,,,,,,0.21,81.2,2.3,0,,0.5,17.39,3.51,0.49,0,,115.64,6,8
F009190,24601,"Tomato, cherry, raw", $1.80 , $18.00 ,1000,90,76,92.2,0.9,0,1.7,0,3.5,0,3.5,0,,0,0,14,8.4,,,0.068,,0,0.63,0,14,0.12,,5.5,,33,260,0,6,,,0.16,42,0,0,0.17,0,0.02,,0,14,26,0,0.2,,,,,,,,0.2,0,0,0,,0,0,0,0,0,,0,0,0
F008137,18501,"Sausage, lamb, plain, fried, no added fat", $1.80 , $18.00 ,1000,946,943,60,15.6,16.1,0.4,0,1.3,0,4.9,,,,,11,,,,,,4.3,1.37,,68,,,,,200,1003,8.5,1050,,,3.05,54,0,0.32,2.19,,0.06,,2.8,0,1,1.2,0.5,,,,,,,,0.5,48.57,4.52,0.287,1.43,2.8,7.43,5.99,0.69,43.897,219,423.21,0,56
F008136,18501,"Sausage, lamb, flavoured, fried, no added fat", $1.80 , $18.00 ,1000,946,943,60,15.6,16.1,0.4,0,1.3,0,4.9,,,,,11,,,,,,4.3,1.37,,68,,,,,200,1003,8.5,770,,,3.05,54,0,0.32,2.19,,0.06,,2.8,0,1,1.2,0.5,,,,,,,,0.5,48.57,4.52,0.287,1.43,2.8,7.43,5.99,0.69,43.897,219,423.21,0,56
F009816,20601,"Meat alternative, legume and/or vegetable base, cooked", $1.80 , $18.00 ,1000,932,878,47.2,9.2,7.3,6.8,0,6,0,26.3,567.9,,3,,51,,,,0.234,,8.8,1.78,1.2,44,1.049,,56.8,,126,294,5.4,311,,,0.89,107,0.17,0.048,3.38,0.3,0.04,,0,38,0,0,1.2,,0,,0,,2.3,,1.41,,,,,,1,3.04,2.67,0,,27.68,0,0
F009814,20601,"Meat alternative, legume and/or vegetable base, as purchased", $1.80 , $18.00 ,1000,755,711,57.2,7.5,5.9,5.5,0,4.9,0,21.3,460,,2.4,,49,,,,0.19,,11,1.8,1,48,0.85,,46,,120,340,5.2,360,,,0.85,108,0.25,0.06,2.74,0.24,0.06,,0,76,0,0,1.2,,0,,0,,2.3,,1.43,14.4,38.6,0,,0.4,0.81,2.46,2.16,0,,22.42,0,0
F000387,15101,"Barramundi, aquacultured, fillet, steamed with no added fat", $1.80 , $18.00 ,1000,623,623,68.8,22.9,6.3,0,0,0,0,0,,1,32.3,0,22,3.5,,0,0.021,,2.2,0.38,7.1,31,0.01,11.6,0,13,182,349,34.9,56,275,0,0.43,20,0,0.128,8.12,,0.4,,1.9,0,0,10.19,3.1,,,,0,,0.1,,3.11,,,,,,1.42,1.7,1.29,646.462,76,136.92,0,102
F000386,15101,"Barramundi, aquacultured, fillet, raw", $1.80 , $18.00 ,1000,523,523,73.8,19.2,5.3,0,0,0,0,0,,0.8,27.1,0,18,2.9,,0,0.018,,2.3,0.32,6,29,0.009,9.7,0,11,170,345,29.4,56,231,0,0.36,19,0,0.12,6.82,,0.42,,1.9,0,0,10.7,2.6,,,,0,,0.1,,2.61,32.21,29.25,14.637,1.71,3.1,1.19,1.43,1.08,543.028,64,115.01,0,86
F000385,15101,"Barramundi, aquacultured, fillet, grilled, no added fat", $1.80 , $18.00 ,1000,717,717,64.1,26.4,7.3,0,0,0,0,0,,1.1,37.1,0,25,4,,0,0.024,,3,0.43,8.2,40,0.012,13.3,0,15,233,473,40.2,76,316,0,0.49,24,0,0.156,9.34,,0.52,,2.3,0,0,13.19,3.6,,,,0,,0.1,,3.58,,,,,,1.64,1.96,1.49,743.874,87,157.55,0,118
F008209,22101,"Seed, chia, dried", $1.83 , $1.83 ,100,1825,1559,5.6,23.8,29.8,33.2,0,0.7,0,3.1,1500,,1.8,0,530,18,,,1.7,,0,13,2.2,380,4.3,,46,,830,720,12,0,,,5.4,0,0.24,0.04,12.41,0.37,0.12,,0,111,0,0,0.1,,0,,0.2,,9.8,,1.06,8.9,83.8,0,,0,2.54,1.62,23.87,0,,0,0,0
F007089,18103,"Pork, scotch roast, untrimmed, raw", $1.83 , $18.33 ,1000,893,893,66.9,18.9,15.4,0,0,0,0,0,,,,,5,,70,,0.06,0.04,0.8,0.74,,18,0.01,,,,201,326,11.7,46,184,,2.41,3,0.594,0.171,12.33,0.98,0.33,3.5,0.7,11,0,1.29,0.3,,,,,,,,0.27,,,,,,6.09,6.67,1.56,28.528,,75.36,0,50
F007087,18103,"Pork, scotch roast, untrimmed, baked, no added fat", $1.83 , $18.33 ,1000,1024,1024,57.7,29.6,14.1,0,0,0,0,0,,,1.2,0.1,8,0.3,80,,0.064,0.04,0.8,1.32,0.2,24,0.012,0,1.2,1,240,422,12.5,56,270,,4.43,0,0.512,0.272,13.77,1.76,0.23,3.8,0.9,10,0,0.7,0,,,,,,,,0,,,,,,5.15,5.92,1.76,51.652,,56.91,0,72
F007092,18103,"Pork, scotch roast, separable fat, raw", $1.83 , $18.33 ,1000,2124,2124,38.1,10.7,52.5,0,0,0,0,0,,,,,8,,70,,0.036,0.1,0.8,0.56,,10,0.005,,,,110,190,5.7,30,60,,1.04,17,0.33,0.08,5.92,0.4,0.22,7.5,1,4,0,5.5,0.3,,,,,,,,0.29,44.3,8.1,0,,0.6,22.16,23.26,4.05,0,,300.2,0,48
F007091,18103,"Pork, scotch roast, separable fat, baked, no added fat", $1.83 , $18.33 ,1000,2076,2076,37.6,12.2,50.5,0,0,0,0,0,,,1.2,0.1,9,0.3,80,,0.054,0.08,0.8,0.88,0.2,14,0.008,0,1.2,1,240,280,20.7,41,270,,1.45,5,0.37,0.14,6.62,1.1,0.14,3.8,1,3,0,6,0,,,,,,,,0,44.3,8.1,0,,0.6,21.32,22.38,3.9,0,,288.76,0,46
F007094,18103,"Pork, scotch roast, lean, raw", $1.83 , $18.33 ,1000,631,631,73,20.6,7.6,0,0,0,0,0,,,,,4,,70,,0.065,0.04,0.8,0.78,,20,0.011,,,,220,355,13,49,210,,2.7,0,0.65,0.19,13.69,1.1,0.35,2.7,0.7,12,0,0.4,0.3,,,,,,,,0.27,38.7,15,0.5,,0.4,2.68,3.15,1.04,34.58,,27.66,0,50
F007093,18103,"Pork, scotch roast, lean, baked, no added fat", $1.83 , $18.33 ,1000,964,964,58.9,30.6,12,0,0,0,0,0,,,1.2,0.1,8,0.3,80,,0.065,0.04,0.8,1.35,0.2,25,0.012,0,1.2,1,240,430,12,57,270,,4.6,0,0.52,0.28,14.18,1.8,0.24,3.8,0.9,11,0,0.4,0,,,,,,,,0,38.7,15,0.5,,0.4,4.23,4.98,1.64,54.6,,43.68,0,74
F001015,24302,"Beetroot, fresh, purple, peeled, raw", $1.83 , $5.50 ,300,201,173,86.8,1.9,0.1,3.5,0,8.4,0,8.4,,,,,8,,170,,0.05,0,0,0.9,,26,0.27,,,,35,290,0,54,,,0.8,2,0.03,0.02,0.62,0,0.11,0,0,110,6,0,0.1,,,,,,,,0.07,0,0,0,,0,0,0,0,0,,0,0,0
F001014,24302,"Beetroot, fresh, purple, peeled, boiled, drained", $1.83 , $5.50 ,300,216,186,85.9,2,0.1,3.8,0,9,0,9,,,,,8,,183,,0.054,0,0,0.92,,26,0.29,,,,34,281,0,55,,,0.82,2,0.026,0.019,0.66,0,0.09,0,0,77,4,0,0.1,,,,,,,,0.07,,,,,,0,0,0,0,,0,0,0
F001013,24302,"Beetroot, fresh, purple, peeled, baked, no added fat", $1.83 , $5.50 ,300,246,211,84,2.3,0.1,4.3,0,10.2,0,10.2,,,,,10,,207,,0.061,0,0,1.1,,32,0.329,,,,43,354,0,66,,,0.98,2,0.033,0.023,0.75,0,0.13,0,0,107,5,0,0.1,,,,,,,,0.08,,,,,,0,0,0,0,,0,0,0
F006250,24802,"Onion, spring, fresh, raw", $1.87 , $2.80 ,150,127,112,90.5,1.7,0.2,1.9,0,4.5,0,4.6,,,,,22,,,,,,0.5,0.5,,11,,,,,37,140,0.6,13,,,0.1,104,0.02,0.06,1.52,,0.04,,0,35,32,0,0.6,,,,,,,,0.55,0,0,0,,0,0,0,0,0,,0,0,0
F006249,24802,"Onion, spring, fresh, fried, no added fat", $1.87 , $2.80 ,150,204,180,84.7,2.7,0.3,3.1,0,7.2,0,7.4,,,,,35,,,,,,0.8,0.81,,18,,,,,60,226,1,21,,,0.16,151,0.029,0.092,2.45,,0.06,,0,46,44,0,0.8,,,,,,,,0.84,,,,,,0,0,0,0,,0,0,0
F000344,28302,"Bar, muesli, with nuts", $1.88 , $1.88 ,100,1861,1804,6.2,9.4,19.9,6.8,0,14,12.3,54.2,,,,,29,,110,,0.19,39,0.8,1.85,,62,1.915,,,,197,318,2,162,71,,0.92,44,0.125,0.06,3.46,0.34,0.21,8.4,0,27,0,0,1.1,,0,,,,,,1.12,28.03,18.9,0,,0.8,5.3,9.94,3.57,0,,149.35,0,4
F000339,28303,"Bar, muesli, plain or with dried fruit, yoghurt-coated", $1.88 , $1.88 ,100,1675,1621,8.2,6.6,14,6.4,0,23.1,12.3,59.5,,,,,97,,,,0.07,,0,0.9,,62,1.42,,,,132,359,2,74,,,0.13,50,0.15,0.06,2.95,,0.21,,0,73,2,0,0.5,,,,,,,,0.5,66.29,8.61,0,0.1,0,8.85,3.34,1.15,0,13,6.68,0,12
